Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,24.0,SYR,NBA,PG,77.0,,16.4,2.2,5.2,0.429,1.7,2.2,0.773,2.5,2.3,2.6,6.2
1962-63,25.0,SYR,NBA,PG,80.0,,19.8,3.0,6.3,0.471,2.3,2.8,0.815,2.5,2.8,2.8,8.2
1963-64,26.0,PHI,NBA,PG,74.0,,26.7,4.4,9.9,0.443,2.8,3.6,0.789,3.3,3.9,2.9,11.6
1964-65,27.0,TOT,NBA,PG,76.0,,26.8,4.8,10.2,0.473,3.1,4.0,0.772,2.6,3.1,2.9,12.7
1964-65,27.0,PHI,NBA,PG,40.0,,27.5,5.3,10.9,0.491,3.7,4.6,0.804,2.6,3.5,3.0,14.4
1964-65,27.0,SFW,NBA,PG,36.0,,25.9,4.2,9.4,0.45,2.4,3.3,0.723,2.7,2.6,2.8,10.8
1965-66,28.0,SFW,NBA,PG,66.0,,26.2,5.2,12.4,0.42,4.0,4.8,0.836,3.2,2.8,2.6,14.4
1966-67,29.0,SFW,NBA,PG,78.0,,31.0,4.9,11.7,0.424,4.0,5.0,0.8,3.5,4.4,3.4,13.9
Career,,,NBA,,451.0,,24.4,4.1,9.2,0.442,3.0,3.7,0.799,2.9,3.2,2.9,11.1
,,,,,,,,,,,,,,,,,
4 seasons,,"SYR,PHI",NBA,,271.0,,21.8,3.5,7.6,0.457,2.5,3.1,0.796,2.7,3.1,2.8,9.5
3 seasons,,SFW,NBA,,180.0,,28.2,4.9,11.5,0.426,3.7,4.6,0.803,3.2,3.4,3.0,13.5
