Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,26.0,MNL,BAA,SF,53,,,5.9,14.9,0.396,2.9,4.3,0.687,,2.7,2.7,14.8
1949-50,27.0,MNL,NBA,SF,66,,,6.0,17.3,0.346,2.8,3.7,0.764,,3.8,2.2,14.7
1950-51,28.0,MNL,NBA,SF,54,,,4.7,13.5,0.352,2.2,2.9,0.75,9.0,3.4,2.9,11.6
1951-52,29.0,MNL,NBA,SF,65,,39.2,6.3,17.8,0.356,2.8,4.0,0.704,9.1,3.6,3.1,15.5
1952-53,30.0,MNL,NBA,SF,66,,36.4,5.0,14.1,0.357,2.9,3.8,0.769,6.8,3.5,2.9,13.0
1953-54,31.0,MNL,NBA,SF,71,,35.0,4.6,12.4,0.37,2.5,3.2,0.778,7.0,3.0,2.3,11.7
1954-55,32.0,MNL,NBA,SF,63,,31.1,4.2,11.9,0.354,2.4,3.0,0.812,7.3,2.5,2.3,10.8
Career,,,TOT,,438,,35.4,5.2,14.6,0.36,2.7,3.5,0.75,7.8,3.2,2.6,13.2
,,,NBA,,385,,35.4,5.2,14.5,0.355,2.6,3.4,0.761,7.8,3.3,2.6,12.9
,,,BAA,,53,,,5.9,14.9,0.396,2.9,4.3,0.687,,2.7,2.7,14.8
