Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1982-83,22.0,KCK,NBA,F,82,61,20.0,1.8,3.0,.595,0.0,0.0,,1.8,3.0,.595,.595,0.9,1.4,.614,2.1,3.8,5.9,0.8,0.8,0.1,0.6,3.0,4.4,Ed Nealy,6-7
1983-84,23.0,KCK,NBA,F,71,1,13.5,0.9,1.8,.500,0.0,0.0,,0.9,1.8,.500,.500,0.7,0.8,.800,1.0,2.1,3.1,0.7,0.6,0.1,0.5,1.9,2.5,Ed Nealy,6-7
1984-85,24.0,KCK,NBA,F,22,0,10.2,1.2,2.0,.591,0.0,0.0,,1.2,2.0,.591,.591,0.5,0.9,.526,0.7,1.3,2.0,0.8,0.1,0.0,0.5,1.2,2.8,Ed Nealy,6-7
1986-87,26.0,SAS,NBA,F,60,7,16.3,1.4,3.2,.438,0.1,0.5,.129,1.3,2.7,.497,.448,0.9,1.2,.739,1.6,3.1,4.7,1.4,0.7,0.2,0.6,2.4,3.7,Ed Nealy,6-7
1987-88,27.0,SAS,NBA,F,68,1,12.3,0.7,1.6,.459,0.0,0.0,.500,0.7,1.6,.458,.463,0.6,0.9,.651,1.2,2.1,3.3,0.7,0.4,0.1,0.4,1.4,2.1,Ed Nealy,6-7
1988-89,28.0,TOT,NBA,F,43,0,6.0,0.3,0.8,.361,0.0,0.0,.000,0.3,0.8,.382,.361,0.1,0.2,.444,0.5,1.3,1.8,0.3,0.2,0.0,0.2,1.0,0.7,Ed Nealy,6-7
1989-90,29.0,CHI,NBA,F,46,0,10.9,0.8,1.5,.529,0.0,0.0,.000,0.8,1.5,.544,.529,0.7,0.9,.732,1.0,2.0,3.0,0.6,0.3,0.1,0.4,1.5,2.3,Ed Nealy,6-7
1990-91,30.0,PHO,NBA,F,55,0,10.4,0.8,1.8,.464,0.1,0.3,.313,0.7,1.5,.494,.490,0.5,0.7,.737,0.8,1.9,2.7,0.7,0.4,0.1,0.3,0.8,2.2,Ed Nealy,6-7
1991-92,31.0,PHO,NBA,F,52,4,9.7,1.2,2.3,.512,0.4,1.0,.400,0.8,1.4,.592,.595,0.3,0.5,.667,0.5,1.7,2.1,0.7,0.3,0.0,0.3,0.9,3.1,Ed Nealy,6-7
1992-93,32.0,TOT,NBA,F,41,4,7.5,0.6,1.7,.377,0.2,0.7,.296,0.4,1.0,.429,.435,0.2,0.3,.750,0.3,1.3,1.6,0.4,0.3,0.0,0.2,1.0,1.7,Ed Nealy,6-7
