Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,29.0,ROC,BAA,PG,60,,,5.3,14.5,0.364,4.5,5.8,0.776,,5.4,3.3,15.1
1949-50,30.0,ROC,NBA,PG,64,,,5.0,13.9,0.357,4.1,5.4,0.752,,4.6,2.9,14.0
1950-51,31.0,ROC,NBA,PG,63,,,5.2,13.9,0.372,4.8,6.0,0.795,3.1,4.6,3.3,15.2
1951-52,32.0,ROC,NBA,PG,65,,36.8,5.8,15.2,0.383,4.5,5.8,0.776,2.9,6.0,4.1,16.2
1952-53,33.0,ROC,NBA,PG,66,,33.6,5.1,13.3,0.385,5.3,7.1,0.753,3.0,4.2,4.0,15.6
1953-54,34.0,ROC,NBA,PG,72,,29.7,4.0,10.8,0.371,4.3,6.0,0.718,2.7,4.5,3.1,12.3
1954-55,35.0,ROC,NBA,PG,72,,26.0,4.5,10.9,0.415,3.1,4.1,0.751,2.8,4.9,3.1,12.1
Career,,,TOT,,462,,31.3,5.0,13.1,0.378,4.4,5.7,0.759,2.9,4.9,3.4,14.3
,,,NBA,,402,,31.3,4.9,12.9,0.38,4.3,5.7,0.757,2.9,4.8,3.4,14.2
,,,BAA,,60,,,5.3,14.5,0.364,4.5,5.8,0.776,,5.4,3.3,15.1
