Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,20.0,LAC,NBA,PG,82.0,73.0,26.5,4.2,8.7,0.476,0.6,1.7,0.367,3.5,7.0,0.503,0.512,1.9,2.4,0.8,0.7,2.1,2.8,3.3,1.2,0.5,1.7,2.1,10.8
2019-20,21.0,OKC,NBA,SG,70.0,70.0,34.7,6.8,14.5,0.471,1.2,3.6,0.347,5.6,10.9,0.512,0.514,4.1,5.1,0.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7,19.0
2020-21,22.0,OKC,NBA,SG,35.0,35.0,33.7,8.2,16.1,0.508,2.0,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7
2021-22,23.0,OKC,NBA,PG,56.0,56.0,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,0.496,5.9,7.2,0.81,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5
2022-23,24.0,OKC,NBA,PG,64.0,64.0,35.5,10.4,20.3,0.51,0.9,2.5,0.35,9.5,17.9,0.532,0.532,9.7,10.7,0.904,0.9,3.9,4.8,5.4,1.7,1.0,2.9,2.7,31.3
Career,,,NBA,,307.0,298.0,32.6,7.3,15.1,0.483,1.1,3.3,0.348,6.2,11.8,0.521,0.521,5.1,6.1,0.842,0.7,3.8,4.5,4.5,1.2,0.7,2.3,2.2,20.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,OKC,NBA,,225.0,225.0,34.8,8.5,17.5,0.485,1.3,3.9,0.345,7.1,13.6,0.525,0.523,6.3,7.5,0.847,0.7,4.5,5.2,5.0,1.3,0.8,2.6,2.2,24.6
1 season,,LAC,NBA,,82.0,73.0,26.5,4.2,8.7,0.476,0.6,1.7,0.367,3.5,7.0,0.503,0.512,1.9,2.4,0.8,0.7,2.1,2.8,3.3,1.2,0.5,1.7,2.1,10.8
