Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1951-52,24.0,FTW,NBA,C,63.0,,14.0,1.2,3.7,0.322,1.5,2.5,0.619,5.3,1.0,2.2,3.9
1952-53,25.0,FTW,NBA,C,67.0,,15.6,1.4,3.8,0.358,2.6,3.5,0.735,5.6,1.1,3.2,5.3
1953-54,26.0,TOT,NBA,C,68.0,,23.2,2.8,7.3,0.381,2.8,4.0,0.684,8.2,1.2,3.1,8.3
1953-54,26.0,FTW,NBA,C,21.0,,7.4,0.4,1.7,0.257,0.9,1.4,0.6,3.0,0.5,1.2,1.7
1953-54,26.0,MLH,NBA,C,47.0,,30.2,3.8,9.7,0.391,3.6,5.2,0.694,10.5,1.5,3.9,11.2
1954-55,27.0,MLH,NBA,C,69.0,,24.4,3.4,8.4,0.407,5.1,7.1,0.713,9.9,1.2,4.0,11.9
1955-56,28.0,STL,NBA,C,72.0,,27.4,4.4,10.2,0.43,4.8,6.9,0.695,10.8,1.8,4.4,13.6
1956-57,29.0,STL,NBA,C,72.0,,23.2,3.3,7.4,0.439,3.7,5.5,0.684,8.9,1.1,3.7,10.3
1957-58,30.0,STL,NBA,C,72.0,,25.3,3.0,7.6,0.396,2.6,4.1,0.648,10.4,1.8,3.9,8.6
1958-59,31.0,STL,NBA,C,72.0,,23.8,2.0,5.3,0.386,1.9,2.6,0.755,9.1,1.4,3.6,6.0
1959-60,32.0,TOT,NBA,C,41.0,,15.9,1.4,3.7,0.391,1.3,2.0,0.663,5.4,1.5,3.5,4.2
1959-60,32.0,STL,NBA,C,38.0,,16.7,1.5,3.9,0.381,1.4,2.1,0.658,5.7,1.6,3.6,4.3
1959-60,32.0,MNL,NBA,C,3.0,,6.0,1.0,1.3,0.75,0.3,0.3,1.0,2.0,0.7,1.3,2.3
Career,,,NBA,,596.0,,21.9,2.6,6.6,0.4,3.0,4.4,0.693,8.4,1.4,3.5,8.3
,,,,,,,,,,,,,,,,,
7 seasons,,"MLH,STL",NBA,,442.0,,24.7,3.1,7.6,0.41,3.4,4.9,0.695,9.5,1.5,3.9,9.7
3 seasons,,FTW,NBA,,151.0,,13.8,1.2,3.5,0.335,1.9,2.8,0.683,5.1,1.0,2.5,4.2
1 season,,MNL,NBA,,3.0,,6.0,1.0,1.3,0.75,0.3,0.3,1.0,2.0,0.7,1.3,2.3
