Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1997-98,22.0,VAN,NBA,G,74,50,26.4,3.1,7.4,.416,0.1,0.7,.212,2.9,6.7,.438,.426,1.5,2.3,.659,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.2,7.8,Antonio Daniels,6-4
1998-99,23.0,SAS,NBA,G,47,0,13.1,1.8,3.9,.454,0.1,0.4,.294,1.7,3.5,.470,.467,1.0,1.4,.754,0.3,0.9,1.1,2.3,0.6,0.1,0.9,0.8,4.7,Antonio Daniels,6-4
1999-00,24.0,SAS,NBA,G,68,1,17.6,2.4,5.1,.474,0.3,1.0,.333,2.1,4.1,.507,.506,1.1,1.5,.713,0.2,1.0,1.3,2.6,0.8,0.1,0.9,1.1,6.2,Antonio Daniels,6-4
2000-01,25.0,SAS,NBA,G,79,23,26.1,3.5,7.4,.468,0.9,2.3,.404,2.5,5.1,.496,.531,1.5,2.0,.776,0.3,1.7,2.1,3.8,0.8,0.2,1.4,1.5,9.4,Antonio Daniels,6-4
2001-02,26.0,SAS,NBA,G,82,13,26.5,3.3,7.5,.440,0.7,2.4,.291,2.6,5.1,.510,.486,1.9,2.6,.752,0.3,1.9,2.1,2.8,0.6,0.1,0.9,1.3,9.2,Antonio Daniels,6-4
2002-03,27.0,POR,NBA,G,67,2,13.0,1.3,2.8,.452,0.3,0.9,.305,1.0,1.9,.520,.500,1.0,1.1,.855,0.2,0.9,1.1,1.3,0.5,0.1,0.5,0.6,3.7,Antonio Daniels,6-4
2003-04,28.0,SEA,NBA,G,71,32,21.3,2.6,5.6,.470,0.6,1.6,.362,2.0,4.0,.514,.523,2.2,2.6,.842,0.3,1.7,2.0,4.2,0.6,0.1,0.9,0.9,8.0,Antonio Daniels,6-4
2004-05,29.0,SEA,NBA,G,75,2,27.0,3.6,8.3,.438,0.7,2.2,.297,3.0,6.1,.489,.478,3.3,4.1,.816,0.3,2.0,2.3,4.1,0.7,0.0,1.0,1.0,11.2,Antonio Daniels,6-4
2005-06,30.0,WAS,NBA,G,80,17,28.5,2.9,6.9,.418,0.3,1.3,.228,2.6,5.6,.461,.439,3.6,4.2,.845,0.2,1.9,2.2,3.6,0.7,0.1,1.1,1.2,9.6,Antonio Daniels,6-4
2006-07,31.0,WAS,NBA,G,80,8,22.0,2.2,4.9,.442,0.2,0.8,.302,1.9,4.1,.469,.467,2.6,3.1,.832,0.2,1.7,1.9,3.6,0.5,0.1,0.9,1.0,7.1,Antonio Daniels,6-4
2007-08,32.0,WAS,NBA,G,71,63,30.4,2.9,6.3,.459,0.2,1.0,.230,2.6,5.3,.504,.478,2.4,3.1,.776,0.3,2.5,2.9,4.8,1.0,0.0,1.3,1.1,8.4,Antonio Daniels,6-4
2008-09,33.0,TOT,NBA,G,74,9,13.8,1.3,3.2,.419,0.3,0.8,.367,1.0,2.4,.438,.466,1.1,1.4,.800,0.1,1.0,1.0,2.4,0.4,0.0,0.8,0.7,4.1,Antonio Daniels,6-4
2010-11,35.0,PHI,NBA,G,4,0,8.8,0.5,1.3,.400,0.0,0.5,.000,0.5,0.8,.667,.400,0.5,0.5,1.000,0.0,1.3,1.3,0.5,0.0,0.0,0.3,0.0,1.5,Antonio Daniels,6-4
