Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1970-71,23.0,BAL,NBA,C,24.0,,14.0,1.7,4.2,0.41,,,,1.7,4.2,0.41,0.41,0.5,1.3,0.367,,,4.8,0.4,,,,2.6,3.9,George Johnson,6-11
1971-72,24.0,DLC,ABA,C,67.0,,22.0,1.9,4.2,0.454,0.0,0.0,,1.9,4.2,0.454,0.454,0.9,1.5,0.592,1.9,5.0,6.9,0.9,,,1.3,3.1,4.7,George Johnson,6-11
1972-73,25.0,HOU,NBA,C,19.0,,8.9,1.1,2.1,0.513,,,,1.1,2.1,0.513,0.513,0.2,0.2,0.75,,,2.4,0.2,,,,1.7,2.3,George Johnson,6-11
1973-74,26.0,HOU,NBA,C,26.0,,9.2,0.9,2.0,0.451,,,,0.9,2.0,0.451,0.451,0.3,0.7,0.471,0.8,1.6,2.3,0.3,0.3,0.3,,1.8,2.1,George Johnson,6-11
