Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1968-69,23.0,NYK,NBA,G-F,54.0,,7.4,0.9,2.7,0.34,0.5,0.8,0.667,,,1.1,0.9,,,1.7,2.3,Mike Riordan,6-4
1969-70,24.0,NYK,NBA,G-F,81.0,,20.7,3.1,6.8,0.464,1.4,2.0,0.691,,,2.4,2.5,,,2.4,7.7,Mike Riordan,6-4
1970-71,25.0,NYK,NBA,G-F,82.0,,16.1,2.0,4.7,0.418,0.8,1.3,0.62,,,2.1,1.5,,,1.8,4.8,Mike Riordan,6-4
1971-72,26.0,TOT,NBA,G-F,58.0,,23.7,4.0,8.6,0.467,1.4,2.1,0.677,,,2.2,2.2,,,2.2,9.5,Mike Riordan,6-4
1972-73,27.0,BAL,NBA,G-F,82.0,,42.3,8.0,15.6,0.51,2.2,2.7,0.821,,,4.9,5.2,,,2.6,18.1,Mike Riordan,6-4
1973-74,28.0,CAP,NBA,G-F,81.0,,39.9,7.1,15.1,0.472,1.7,2.1,0.782,1.5,3.2,4.7,3.3,1.3,0.2,2.9,15.9,Mike Riordan,6-4
1974-75,29.0,WSB,NBA,G-F,74.0,,29.6,7.0,14.3,0.492,1.3,1.6,0.838,1.2,2.6,3.8,2.7,1.0,0.1,3.2,15.4,Mike Riordan,6-4
1975-76,30.0,WSB,NBA,G-F,78.0,,24.9,3.7,8.5,0.44,0.9,1.2,0.74,0.6,1.8,2.4,1.6,0.7,0.2,2.6,8.4,Mike Riordan,6-4
1976-77,31.0,WSB,NBA,G-F,49.0,,5.9,0.7,1.9,0.362,0.2,0.3,0.733,0.1,0.4,0.6,0.4,0.1,0.0,0.7,1.6,Mike Riordan,6-4
