Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1993-94,24.0,CLE,NBA,F,79,18,25.6,3.6,8.6,.419,0.5,1.5,.311,3.1,7.0,.443,.448,1.7,2.2,.778,1.7,3.4,5.1,1.6,0.7,0.6,1.1,2.9,9.4,Chris Mills,6-6
1994-95,25.0,CLE,NBA,F,80,79,35.2,4.5,10.7,.420,1.2,3.0,.392,3.3,7.7,.431,.475,2.2,2.7,.817,1.2,3.3,4.6,1.9,0.7,0.4,1.5,3.0,12.3,Chris Mills,6-6
1995-96,26.0,CLE,NBA,F,80,80,38.3,5.7,12.1,.468,1.0,2.6,.376,4.7,9.5,.493,.508,2.7,3.3,.829,1.4,4.1,5.5,2.4,0.9,0.7,1.5,3.0,15.1,Chris Mills,6-6
1996-97,27.0,CLE,NBA,F,80,79,39.6,5.1,11.2,.453,1.1,2.8,.391,4.0,8.4,.473,.501,2.2,2.6,.842,1.5,4.7,6.2,2.5,1.1,0.5,1.5,2.8,13.4,Chris Mills,6-6
1997-98,28.0,NYK,NBA,F,80,29,27.3,3.7,8.4,.433,0.5,1.7,.292,3.2,6.7,.468,.462,1.9,2.4,.804,1.5,3.6,5.1,1.7,0.6,0.4,1.3,2.7,9.7,Chris Mills,6-6
1998-99,29.0,GSW,NBA,F,47,24,29.7,4.0,9.6,.411,0.7,2.4,.278,3.3,7.2,.456,.446,1.7,2.0,.823,1.0,4.0,5.0,2.2,0.8,0.3,1.2,2.7,10.3,Chris Mills,6-6
1999-00,30.0,GSW,NBA,F,20,11,32.5,6.2,14.6,.421,0.4,1.5,.267,5.8,13.1,.439,.435,3.4,4.2,.810,2.3,3.9,6.2,2.4,0.9,0.2,1.3,3.0,16.1,Chris Mills,6-6
2000-01,31.0,GSW,NBA,F,15,8,32.9,4.7,12.7,.372,0.5,1.7,.280,4.3,11.1,.386,.390,2.1,2.4,.861,1.6,4.6,6.2,1.2,0.6,0.3,1.3,2.9,12.0,Chris Mills,6-6
2001-02,32.0,GSW,NBA,F,66,0,18.7,2.7,6.5,.417,0.7,1.9,.378,2.0,4.5,.433,.473,1.3,1.6,.794,0.8,2.1,2.9,1.1,0.5,0.2,0.8,1.8,7.4,Chris Mills,6-6
2002-03,33.0,GSW,NBA,F,21,0,12.5,1.9,5.0,.368,0.3,1.2,.280,1.5,3.9,.395,.401,0.8,0.9,.889,0.9,1.5,2.4,1.0,0.3,0.1,0.5,1.4,4.8,Chris Mills,6-6
