Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1964-65,23.0,NYK,NBA,PF,75.0,,34.5,6.1,14.3,0.424,3.3,5.1,0.662,9.7,1.2,4.2,15.5
1965-66,24.0,TOT,NBA,PF,73.0,,30.0,4.8,11.2,0.425,2.9,4.2,0.684,10.3,1.3,3.9,12.4
1965-66,24.0,NYK,NBA,PF,7.0,,37.6,5.7,12.9,0.444,4.3,6.0,0.714,10.3,1.3,4.7,15.7
1965-66,24.0,BAL,NBA,PF,66.0,,29.2,4.7,11.0,0.423,2.8,4.1,0.679,10.3,1.3,3.8,12.1
1966-67,25.0,LAL,NBA,PF,80.0,,17.5,2.7,6.2,0.437,1.6,2.3,0.684,5.6,0.6,3.3,7.0
1967-68,26.0,TOT,NBA,PF,79.0,,18.0,2.8,6.3,0.443,1.7,2.4,0.696,5.3,0.7,3.3,7.3
1967-68,26.0,LAL,NBA,PF,42.0,,17.0,2.4,5.6,0.43,1.4,2.1,0.67,5.0,0.6,3.2,6.2
1967-68,26.0,CHI,NBA,PF,37.0,,19.2,3.2,7.1,0.455,2.0,2.8,0.718,5.5,0.8,3.5,8.5
1968-69,27.0,TOT,NBA,"C,PF",59.0,,12.0,1.9,4.4,0.441,1.3,1.9,0.676,3.8,0.5,2.1,5.2
1968-69,27.0,CHI,NBA,PF,10.0,,11.1,2.3,5.9,0.39,1.0,1.9,0.526,3.0,0.1,1.5,5.6
1968-69,27.0,BOS,NBA,C,49.0,,12.1,1.9,4.1,0.455,1.3,1.9,0.707,4.0,0.6,2.2,5.1
1969-70,28.0,BOS,NBA,C,77.0,,13.6,2.3,5.6,0.41,1.2,1.7,0.742,4.5,0.7,3.0,5.9
1970-71,29.0,BAL,NBA,PF,11.0,,9.1,1.4,2.5,0.536,0.6,1.0,0.636,1.5,0.7,2.1,3.4
Career,,,NBA,,454.0,,20.8,3.4,7.9,0.429,2.0,2.9,0.684,6.5,0.8,3.3,8.8
,,,,,,,,,,,,,,,,,
2 seasons,,BOS,NBA,,126.0,,13.0,2.1,5.0,0.425,1.3,1.7,0.727,4.3,0.6,2.7,5.6
2 seasons,,LAL,NBA,,122.0,,17.3,2.6,6.0,0.434,1.5,2.3,0.68,5.4,0.6,3.3,6.7
2 seasons,,NYK,NBA,,82.0,,34.7,6.0,14.1,0.426,3.4,5.1,0.667,9.8,1.2,4.2,15.5
2 seasons,,BAL,NBA,,77.0,,26.3,4.2,9.8,0.427,2.5,3.6,0.677,9.1,1.2,3.5,10.8
2 seasons,,CHI,NBA,,47.0,,17.5,3.0,6.9,0.443,1.8,2.6,0.689,5.0,0.6,3.0,7.9
