Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1967-68,23.0,DET,NBA,G,81.0,,19.6,3.6,9.0,0.394,1.7,2.2,0.766,,,1.7,2.8,,,2.5,8.8,Jimmy Walker,6-3
1968-69,24.0,DET,NBA,G,69.0,,23.8,4.5,9.7,0.466,2.6,3.3,0.795,,,2.3,3.2,,,2.5,11.7,Jimmy Walker,6-3
1969-70,25.0,DET,NBA,G,81.0,,35.4,8.2,17.2,0.478,4.4,5.4,0.807,,,3.0,3.1,,,2.5,20.8,Jimmy Walker,6-3
1970-71,26.0,DET,NBA,G,79.0,,35.0,6.6,15.2,0.436,4.4,5.2,0.831,,,2.6,3.4,,,2.2,17.6,Jimmy Walker,6-3
1971-72,27.0,DET,NBA,G,78.0,,39.5,8.1,17.8,0.457,5.1,6.2,0.827,,,3.0,4.0,,,2.5,21.3,Jimmy Walker,6-3
1972-73,28.0,HOU,NBA,G,81.0,,38.0,7.5,16.1,0.465,3.0,3.4,0.884,,,3.3,5.5,,,2.6,18.0,Jimmy Walker,6-3
1973-74,29.0,TOT,NBA,G,75.0,,39.4,7.8,16.5,0.469,3.6,4.4,0.82,0.5,2.2,2.7,4.1,1.1,0.1,2.3,19.2,Jimmy Walker,6-3
1974-75,30.0,KCO,NBA,G,81.0,,38.5,6.8,14.4,0.475,3.0,3.6,0.855,0.6,2.3,3.0,2.8,1.0,0.2,2.7,16.7,Jimmy Walker,6-3
1975-76,31.0,KCK,NBA,G,73.0,,34.1,6.3,13.0,0.483,3.2,3.7,0.865,0.7,1.8,2.4,2.4,1.2,0.2,2.5,15.7,Jimmy Walker,6-3
