Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1962-63,22.0,SYR,NBA,F-G,78.0,,25.5,4.5,9.6,0.469,3.2,4.6,0.699,,,7.2,1.1,,,2.8,12.3,Chet Walker,6-6
1963-64,23.0,PHI,NBA,F-G,76.0,,36.5,6.5,14.7,0.44,4.3,6.1,0.711,,,10.3,1.6,,,3.1,17.3,Chet Walker,6-6
1964-65,24.0,PHI,NBA,F-G,79.0,,27.7,4.8,11.8,0.403,3.6,4.9,0.742,,,6.7,1.7,,,2.5,13.2,Chet Walker,6-6
1965-66,25.0,PHI,NBA,F-G,80.0,,32.5,5.5,12.3,0.451,4.2,5.9,0.716,,,8.0,2.5,,,3.0,15.3,Chet Walker,6-6
1966-67,26.0,PHI,NBA,F-G,81.0,,33.2,6.9,14.2,0.488,5.5,7.2,0.766,,,8.1,2.3,,,2.9,19.3,Chet Walker,6-6
1967-68,27.0,PHI,NBA,F-G,82.0,,32.0,6.6,14.3,0.46,4.7,6.5,0.726,,,7.4,1.9,,,3.1,17.9,Chet Walker,6-6
1968-69,28.0,PHI,NBA,F-G,82.0,,33.6,6.8,14.0,0.484,4.5,5.6,0.804,,,7.8,1.8,,,3.0,18.0,Chet Walker,6-6
1969-70,29.0,CHI,NBA,F-G,78.0,,34.9,7.6,16.0,0.477,6.2,7.3,0.85,,,7.7,2.5,,,2.6,21.5,Chet Walker,6-6
1970-71,30.0,CHI,NBA,F-G,81.0,,36.1,8.0,17.3,0.465,5.9,6.9,0.859,,,7.3,2.2,,,2.3,22.0,Chet Walker,6-6
1971-72,31.0,CHI,NBA,F-G,78.0,,33.2,7.9,15.7,0.505,6.2,7.3,0.847,,,6.1,2.3,,,2.2,22.0,Chet Walker,6-6
1972-73,32.0,CHI,NBA,F-G,79.0,,31.1,7.6,15.8,0.478,4.8,5.7,0.832,,,5.0,2.3,,,2.1,19.9,Chet Walker,6-6
1973-74,33.0,CHI,NBA,F-G,82.0,,32.5,7.0,14.4,0.486,5.4,6.1,0.875,1.6,3.4,5.0,2.4,0.8,0.0,2.5,19.3,Chet Walker,6-6
1974-75,34.0,CHI,NBA,F-G,76.0,,32.3,6.9,14.2,0.487,5.4,6.3,0.86,1.5,4.2,5.7,2.2,0.6,0.1,2.4,19.2,Chet Walker,6-6
