Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1953-54,25.0,FTW,NBA,F-G,63.0,,23.6,3.3,7.8,0.425,2.3,3.3,0.712,6.5,1.6,2.6,9.0,George Yardley,6-5
1954-55,26.0,FTW,NBA,F-G,60.0,,35.8,6.1,14.5,0.418,5.2,6.9,0.745,9.9,2.1,3.4,17.3,George Yardley,6-5
1955-56,27.0,FTW,NBA,F-G,71.0,,33.1,6.1,15.0,0.407,5.1,6.9,0.742,9.7,2.2,3.0,17.4,George Yardley,6-5
1956-57,28.0,FTW,NBA,F-G,72.0,,37.4,7.3,17.7,0.41,7.0,8.9,0.787,10.5,2.0,3.2,21.5,George Yardley,6-5
1957-58,29.0,DET,NBA,F-G,72.0,,39.5,9.3,22.6,0.414,9.1,11.2,0.811,10.7,1.3,3.1,27.8,George Yardley,6-5
1958-59,30.0,TOT,NBA,F-G,61.0,,30.1,7.3,17.1,0.428,5.2,6.7,0.779,7.1,1.1,2.6,19.8,George Yardley,6-5
1959-60,31.0,SYR,NBA,F-G,73.0,,32.9,7.5,16.5,0.453,5.2,6.4,0.816,7.9,1.7,3.1,20.2,George Yardley,6-5
