Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1963-64,22.0,LAL,NBA,PG,60.0,,12.7,1.4,3.3,0.424,1.1,1.7,0.653,1.9,1.8,1.7,3.9
1964-65,23.0,LAL,NBA,PG,77.0,,21.7,2.4,6.1,0.392,1.5,2.0,0.781,2.8,2.3,2.5,6.3
1965-66,24.0,LAL,NBA,PG,76.0,,19.7,3.1,7.2,0.437,1.2,1.5,0.817,2.7,2.9,2.4,7.5
1966-67,25.0,SFW,NBA,SG,67.0,,24.9,4.3,10.2,0.418,2.6,3.3,0.787,4.8,3.6,2.9,11.1
1967-68,26.0,SFW,NBA,PG,54.0,,32.3,6.3,14.8,0.425,4.0,5.0,0.81,4.5,4.2,3.2,16.6
1968-69,27.0,SFW,NBA,PG,46.0,,22.0,3.0,8.6,0.348,1.7,2.3,0.722,2.6,2.7,2.2,7.7
1969-70,28.0,TOT,NBA,PG,34.0,,11.5,1.6,3.8,0.411,1.0,1.2,0.805,1.8,1.5,1.4,4.1
1969-70,28.0,SFW,NBA,PG,3.0,,35.0,6.3,15.3,0.413,3.7,4.7,0.786,5.3,3.3,2.7,16.3
1969-70,28.0,CIN,NBA,PG,31.0,,9.2,1.1,2.7,0.41,0.7,0.9,0.815,1.5,1.4,1.3,2.9
1970-71,29.0,CHI,NBA,PG,55.0,,11.7,1.8,4.1,0.439,1.2,1.4,0.81,1.2,1.4,1.0,4.8
1971-72,30.0,CHI,NBA,SG,73.0,,13.9,2.2,4.9,0.455,1.2,1.5,0.788,1.1,1.4,1.4,5.7
1972-73,31.0,CHI,NBA,SG,65.0,,12.1,1.8,4.0,0.441,0.7,0.8,0.846,1.2,1.2,1.2,4.2
Career,,,NBA,,607.0,,18.4,2.8,6.7,0.418,1.6,2.1,0.782,2.5,2.3,2.0,7.2
,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,213.0,,18.5,2.4,5.7,0.417,1.3,1.7,0.757,2.5,2.4,2.2,6.1
3 seasons,,CHI,NBA,,193.0,,12.7,2.0,4.4,0.446,1.0,1.3,0.807,1.2,1.3,1.2,4.9
4 seasons,,SFW,NBA,,170.0,,26.6,4.6,11.3,0.406,2.8,3.6,0.786,4.1,3.5,2.8,12.0
1 season,,CIN,NBA,,31.0,,9.2,1.1,2.7,0.41,0.7,0.9,0.815,1.5,1.4,1.3,2.9
